 December 2022,5,Warm and welcoming - Reflective of the great Moroccan culture! Highly recommended.,"Abdallah (hotel manager), Hamdi, Yassine and the entire Hyatt team at Casablanca made us feel like coming back home after long hours of travel. This is my 5-6th stay with the Casablanca Hyatt over 15 years and I cannot recommend it higher. They took care of everything!",Hyatt_Regency_Casablanca-Casablanca_Casablanca_Settat,hotelName,city
 February 2011,2,Trashes the Hyatt Brand,"Having had memorable visits to Hyatt properties in various parts of the world, the Hyatt Casablanca was memorable for all the wrong reasons. First impressions can be deceiving - the lobby was spacious and spotlessly clean, but then you don't sleep and showerthere. After an arrival around 9pm the expectations were dashed when the Junior Suite we were given was obviously ""tired"", smelt less than fresh, and as other contributors have noted, a weird glass bathroom door. After unpacking and settling in, and with the noise from the market across the street and the traffic subsiding, we looked forward to a good nights rest, but that's when we became aware of another noise that would intrude on our sleep for the rest of our night. After investigating where the noise was coming…",Hyatt_Regency_Casablanca-Casablanca_Casablanca_Settat,Hyatt_Regency_Casablanca,Casablanca_Casablanca_Settat
 February 2011,5,Very chic hotel,"I stayed at the Hyatt Regency Casablanca for 3 nights in February 2011. I chose this hotel due to the positive reviews on Tripadvisor and wasn't disappointed. The check-in was fast and efficient and the guy was friendly. My room on the 9th floor was well-sized, beautifully furnished and decorated. It was heading towards Bld. Hassan II, a very busy street in the city centre. As such, the traffic was quite loud, which is also due to the fact, that Moroccons like to use their horn. The window glazing was not that good, so that the traffic could be clearly heard. This is the only critique I would point out. The king-size bed was very comfy and the bedding was clean and nice. Free mineral water was refilled every day. Neither a coffee machine nor a water boiler was on the room. A…",Hyatt_Regency_Casablanca-Casablanca_Casablanca_Settat,Hyatt_Regency_Casablanca,Casablanca_Casablanca_Settat
 December 2010,5,An Oasis in Casablanca,"There's only one way to escape the filth and bustle of Casablanca and that's to walk into the Hyatt Regency. This may be the best located hotel in the world- right on the border of the old medina and the ""modern"" teeming city. One side of the hotel looks over the port and ancient souk, the other the buildings and constantly whirling traffic. Both views are compelling. Do yourself a favor and pay a little extra for the club floor. Breakfast and nibbles all day, drinks in the evening. Nice.",Hyatt_Regency_Casablanca-Casablanca_Casablanca_Settat,Hyatt_Regency_Casablanca,Casablanca_Casablanca_Settat
 January 2011,5,Very good hotel!,We spent one night in Casa at the Hyatt. The hotel is beautiful and well located in a bustling area. Rooms are very comfortable. Frienfly and helpfull staff. Very good breakfast.,Hyatt_Regency_Casablanca-Casablanca_Casablanca_Settat,Hyatt_Regency_Casablanca,Casablanca_Casablanca_Settat
 December 2010,4,Nice Hotel,"Casablanca is the gateway to Morocco, you only go there because of the airport. The Hyatt is a nice hotel in a good location, it's clean, comfortable and meets the five star standard. We stayed in executive suite and could not fault the room. Breakfast was nice with a good selection of food, the area was a bit small and tables a bit low. We approached the counter in the evening to get a restaurant suggestion from the concierge to find there wasn't one available. Staff were friendly and we would definately recommend this hotel to start off your trip in Morocco.",Hyatt_Regency_Casablanca-Casablanca_Casablanca_Settat,Hyatt_Regency_Casablanca,Casablanca_Casablanca_Settat
 October 2010,5,Best location,"Casa is not a beautiful city, and most downtown hotels are in crowded, dirty, very auto-polluted areas. The Hyatt is great because it is set back several hundred yards from all of this congestion, making it the best hotel location in the central downtown area. It is very clean and modern, with great rooms (updated, soundproof, great bathroom) and a great pool. If you can afford it, stay there.",Hyatt_Regency_Casablanca-Casablanca_Casablanca_Settat,Hyatt_Regency_Casablanca,Casablanca_Casablanca_Settat
 October 2010,3,"sparkling clean, so why did I come away wanting a shower?","I can't complain (much), since I knew what I was getting into booking a ""luxury"" hotel in a place like Casablanca, but this place really kinda made me sad. It's sparkling clean, the room was perfectly luxurious, and service was always offered with a (tight-lipped, jaw-breaking) smile. The only structural oddity was the bathroom, which was separated from the main room by a glass door (the toilet has its own wood-doored room). This was very inconvenient when we arrived and I wanted to get a shower while my husband wanted to order room service. My dislike was somehow more ephemeral in nature. I don't expect a lot of character from large, chain establishments, especially in areas like Casablanca where some travelers specifically seek chains out in order to escape local ""charms."" Yet…",Hyatt_Regency_Casablanca-Casablanca_Casablanca_Settat,Hyatt_Regency_Casablanca,Casablanca_Casablanca_Settat
 April 2010,2,hyatt regency casablanca,"funny black and white security guards at the entrance, they really beleive they are FBI agents ! the staff is very friendly. however the bakshish is a must ! the location is very good. it s clean, and you feel safe. but the stay price and meals are exagerated dont even think bringing a friend to the hotel, cause you ll be facing both of you lots of questions, and even be asked to show ID's. causing both of you unnecessary shame !",Hyatt_Regency_Casablanca-Casablanca_Casablanca_Settat,Hyatt_Regency_Casablanca,Casablanca_Casablanca_Settat
 October 2010,4,Best option in Casa,"By Moroccan standards, an excellent hotel.Take a room at the rear, for the quiet (definitely not for the view!). Great location for the Souk, close to popular tourist sites. Don't expect an authentic Moroccan experience, you'll get that in the Medina Souk or in the Corniche restaurants. Don't empty the computerised minibar to fit your own water in unless you want a tasty bill at the end.",Hyatt_Regency_Casablanca-Casablanca_Casablanca_Settat,Hyatt_Regency_Casablanca,Casablanca_Casablanca_Settat
 August 2010,3,Very disappointed with this Hyatt stay,"The room was booked in exchange for a free weekend nights promo and if this was the reason for the poor room provided, then shame on the management. Anyway, after check-in I went up to the king room, which was spacious and well appointed but had a musty dank smell about it. I was tired and thought that the smell was probably hotel wide, so decided to make-do and not complain. This was a wrong decision as that night I was kept awake by a regular (every 20 mins or so) buzzing noise from outside the room which went through the entire night. Irritated after a sleepless night, I complained the next morning and was offered a similar replacement room but there was no genuine apology or acknowledgement of the problem. The new room smelled fresh and without the horrible odour of the…",Hyatt_Regency_Casablanca-Casablanca_Casablanca_Settat,Hyatt_Regency_Casablanca,Casablanca_Casablanca_Settat
 June 2010,4,Amazing but...,"I stayed at Hyatt Regency Casablanca; the hotel is ideally situated in the centre of the city, and steps away from the Old Medina. The decor is sublime kind of European. The check in was good, I was offered a Regency Club access, the staff was very nice and they were always smiling and helpful, also I was welcomed by the duty manager. When I accessed the room which was a twin, I found one bed not made up which was a little bit disappointing, the pad was out and the pillow was in the middle not in the right place, on the other hand, there is not tea and coffee amenities, you need to order from room service, however the room has a great view and was overlooking the Great Hassan II Mosque and the Atlantic Ocean. I accessed the Regency Club for happy hours, the food was good and the…",Hyatt_Regency_Casablanca-Casablanca_Casablanca_Settat,Hyatt_Regency_Casablanca,Casablanca_Casablanca_Settat
 June 2010,4,Great hotel - but a bit sterile,"The hotel is very nice, but there is nothing especially Moroccan about it. No Moroccan decorations. Service was great and they did a great job setting up the bar for the World Cup games and the rooms were very comfortable. Spa was just ok - and didn't take credit cards. Food was very overpriced.",Hyatt_Regency_Casablanca-Casablanca_Casablanca_Settat,Hyatt_Regency_Casablanca,Casablanca_Casablanca_Settat
