 December 2022,4,Holiday in Tanger - Awesome service,"This was our first time stay here, although I did stay at the next door Hilton once before. I must say the staff here were all Supa amazing & gave us a customer deserving treatment of note! They acted on every request and delivered even more than requested. We need to mention the staff at reception that assisted us in making other reservations for us at other hotels and arranging our tours to changing the reservations at this hotel. They made great suggestions for us & made our holiday much more value four our money. Thanks to Lubnah, Wiam & Reda for your help, much appreciated. Our friendly staff at restaurant @ breakfast for taking special care of us, you are Supa stars & have great futures in your industry. We wish you success and climbing the ladders of success in your…",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,hotelName,city
 June 2016,4,"Nicely appointed, clean and staff who speak excellent English!",This hotel is located very near the beach and a 20 dirhams (~2 Euros) taxi ride from the Media and kasbah area. It was nicely furnished and the front desk staff were very helpful and spoke excellent English. This hotel is a fine option for those who enjoy resting well at night so the events of the day can be enjoyed most thoroughly.,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2016,5,HGI Tangier combines location with quality,"I stayed at HGI Tangier twice in early April and I'm glad that I made the choice. The rooms are well designed, the dining room choices not elaborate but well chosen, and the staff friendly and efficient. They are all comfortable in English, Arabic, French, and Spanish. I recognized some of the staff from other quality hotels in Morocco, so the employees are also aware that the Hilton chain is a good employer. The Internet is sometimes quite slow, but this is a city-wide problem. HGI management should join many other businesses and cultural institutions in asking for better service. The hotel was in its second month of operation during my visit, so there were some minor issues that were quickly resolved. In my experience, when a hotel can take responsibility and resolve issues,…",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2016,5,Amazing omlette Chef Hamza,"We only had breakfast here but what an amazing breakfast it was!! Hamza cooked a fabulous omlette, we all went for seconds!! Thanks Hamza for your friendly service and delicious omlette. Unfortunately I can't comment on the rooms but the hotel was welcoming and charming.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2016,5,Great service,"My first hotel experience in Morocco and I was amazed by the knowledge, professionalism of the staff and their willingness to help. I'm a big traveler and since I work in the hotel industry my expectations are usually very high. I didn't had a chance to stay for a long time but in one night I had an amazing checking experience with an upgrade to a sea view room (9 euros extra) the young good looking girl offered a great check in experience. Since my visit was in Ramadan I asked the security/valet agent for a recommendation to break my fast, he didn't bother to ask a local driver to take me to a special restaurant affordable and offers local food. He simply told me ""come inside this car he will take you to a great local place to break your fast"" and that was something very…",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2016,5,Very good experience,We definitely didn't regret choosing Hilton for one night stay. Everything was just fine and you feel that you're taken cared of. The located is amazing; you don't just get the beach view but you are literally feets away from the train station and 5 mins away from the city center. We were even gifted a bithday cake when they knew that it was my partner's bithday. The staff are very friendly and cooperative..,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2016,5,Just a quick note,"This hotel is in walking distance of the train station. (I am SO tired of composing titles and reviews. Everything was fine - if you stay here you'll be happy.) Filler: If Trip Advisor wants me to keep posting voluntary reviews they need to make it easier. At this point I'm only writing if I'm motivated by a good experience, which means that my mediocre experiences and things that are more difficult to write because of ambivalence won't get written.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2016,3,Business visit,"Nice business hotel - good room. Came across a concept were no drinking water is provided in the room for guests after day one. Every time you need water you have to buy it. Have not come across this anywhere else. It is not a matter of the price, more principle. Believe drinking water is supposed to be offered by default. Apparently not here...!!!",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2016,5,Excellent breakfast,"I have stayed in Hilton Garden hotel on may for a night with my friends, clean room, excellent ocean view from the room as well as tangier city view. next day we had breakfast buffet at the restaurant. There was an excellent delicious omlet made by Chef Hamza that day. He made omlet as we requested with amazing seasoning we all had his omlet twice each person. So you can see how delicious the omlet was :-) Honestly if you have chance to go to this hotel, taste chef Hamza's omlet! It was the best one I ever had!!",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2016,4,Very good business hotel!,"Very good roomservice, decent price, great beds and showers. Near the mall and a lot of taxis in front of the hotel. Breakfast is good, lots of fruit, great coffee and a lot of options. The Beach is near but not for swimming, boulevard a bit shady. The medina of Tangier is beautiful and very close. Nice people overall.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2016,5,Tanger Hilton Garden Inn an excellent choice,"Great staff, excellent breakfast, attractive and relaxing rooms. The staff went out of their way to make my vacation with my daughter a great time. The breakfast was filling, with many traditional dishes that was fun to try.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2016,3,Garden Inn hotel with No Garden!,As a new Hilton hotel I expected much better facilities. There is nowhere to sit out and relax with a drink. In warm weather one doesn't want to sit indoor in a small bar. There was no swimming pool and no Spa. We had to go to another hotel in town for this. Whilst the beach was very close by it was very dirty and unappealing. The hotel is ideal for someone who just needs the room and breakfast and doesn't require the facilities usually provided in an international hotel. There is a shopping complex very near for those who like that but in a place like Tangier it is far more interesting to visit the Casbah.,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2016,5,Perfect hotel to stay,"We spent 3 nights at the hotel. It was very nice, clean, organized. The breakfast was very good, good food. The rooms are spacious, we reserved a king bed, very comfortable. I definitely will come back. The location is also very strategic close to the train station.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2016,4,"Brand new, location by the beach, train station, and Tangier mall","Security good, walk to beach, amenities on site, end of block to Tangier Center, brand new mall and large food court. Train station across busy 4 lane road, Mohamed V, from Hotel, coming soon regular Hilton hotel right beside the Mall. Restaurants and Corniche, seawall with walkway, are 1 block from hotel. Suggestion is get beach towels, go to mall, go to food court get lunch to go, take a picnic to beach.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2016,3,"Not good, not bad","Unable to block sunlight with drapes in the window. Discrepancy with the rate in the reservation and the rate in the hotel computer, it took time to solve the problem when we were exhausted from our trip from Spain.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2016,5,"Handsome New Hotel, Good Location, Outstanding Buffet","We stayed here as part of a group tour, our first night in Morocco. This hotel had apparently just opened a month before our April stay. The service was excellent. We called down for an iron and ironing board and just minutes later they were delivered to our room. It's a beautiful hotel and there's a large mall with grocery store at the end of the block which we enjoyed walking around after dinner and a long day of traveling. It was after 9PM and filled with shopping families. The biggest surprise was the excellent tasting buffet selections at dinner. Delicious!",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2016,4,buseness,very well come to us from reception team and they was very corporate with us for any help and we wish them very all the best for future and I will be one of customer of the hotel in every where as bi am now,Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2016,4,Shopping,"You spend here few hours, nice shopping and nice area, I like it I thing you should visit here , you can find here very nice parfume , makeup , oud , athletic ware , lady's ware , entertainment , you can spend time with family here I know u will like it.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2016,5,Nice hotel in a very good location,"I stayed at this hotel for 1 night... staff at reception and at breakfast restaurant are really helpful, friendly. Room is nice and clean. Breakfast has so much varieties and restaurant has tables overlooking the sea which I loved. location is great next to it there is Tangier city mall and a lot of restaurants are at walking distance.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2016,4,Very Nice stay,"I have stayed in the hotel for 3 days. I have really enjoyed my stay. The staff is very professional and they are helping with a big smile. They have also tried to make my stay special specially being a gold memeber... The quality of the breakfast is really great. The rooms are clean and very modern. Some have an excellent and close view on the beach... Special thanks to Tarek, Mehdi... for their special care.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2016,5,New hotel in Tangier,"Hotel is very good! Just opened. Good breakfast, very good bed and pillows. Airconditioning works perfect. Comfortable and nice furnished rooms. Service - fast and friendly. Thanks a lot, next trip - will book hotel again.",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2016,5,currently favorite business hotel in Tangiers,"I stayed here for business trip and came back for pleasure because we enjoyed it so much. It has the only working business centre in Morocco ! couple of PC/printers and a MAC.. I was able to get all my work done and edit my photos. Such a pleasure. The standards are completely up to USA Hilton standards, all the staff whilst very young and enthusiastic deliver exactly as trained by a Hilton staff team should. Hafsa was delightful and welcomed us back and made us feel very welcome during both stays. The breakfast buffet ... WOOOWW speechless .. Its easily the biggest and best I've had in Morocco. About a 2 minute walk to explore all the dishes, hot, cold, moroccan and european. The rooms are a good size with american style large beds, showers incredible fast wifi and…",Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima,Hilton_Garden_Inn_Tanger_City_Center,Tangier_Tanger_Tetouan_Al_Hoceima
