 January 2023,5,The best place in Fes - no contest,"This is in the top two places I have ever stayed in in my life. Incredible experience, everything is at the top level. We also visited a couple of high end bigger hotels-riads in Fes which were very nice, but nothing compares with Riad Le Caliphe. It's a 5-star ""hotel"" with amenities and service you would expect, but on a personal level. Yasmine and Alex are passionate about what they do and it makes all the difference about how you will experience Fes.",Riad_Le_Calife-Fes_Fes_Meknes,hotelName,city
 September 2011,5,"Stunning, Superb Riad.","We spent three nights at the end of September in this simply beautiful Riad. I have to agree with all comments from Simon H, RPadema etc. This place is superb in every aspect. From the moment of arrival in the square nearby when a staff member came promptly to meet us with a handcart to wheel our luggage, through the narrow alleyways to the Riad; the friendly greeting from Soumana in Reception - who is a wealth of information and recommendations; breakfasting on the rooftop terrace with extensive views over Fes and surrounding hills; the most delicious gourmet cuisine, Chicken B'stilla, Beef Tagine and Pear Clafouti....we had the pleasure to dine on one evening; the owner, Alex with his friendly manner, who kindly recommended and made a booking at a local Hammam - which was a…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2011,5,"Fabulous riad, fabulous hosts, fabulous food.","I can't say enough. The riad is beautifully restored and decorated, and Yasmine and Alexander are wonderfully kind, attentive hosts. The riad looks and feels very Moroccan and exotic and provides at the same time a soothing escape from the hubbub of the tough but fascinating city right outside the door. We ate dinner in the riad one evening, and Fatima, the award-winning chef, served an exquisite meal. I would give anything for her recipe for Honeyed Lamb Tagine, and her array of Moroccan salads was unusual and delicious. A stay we will cherish in memory for a very long time.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2011,5,A Beautiful Palace of a Riad with Incredible Service,"This was our first stop on our honeymoon in Morocco and it was certainly a way to start married life in style! First, let's talk about the riad. It is a beautifully and tastefully restored building with more incredible detail and intriquite furnishings that it was actually possible to take in. Every time we walked around the riad we'd see some new detail that would take our beath away. Stunning. Truly stunning. Secondly, let's talk about our suite. We stayed in the diamond suite which was absolutely incredible. A huge, exquisitely furnished and palatial suite with so much comfort it was hard to leave it sometimes! Thirdly, let's talk about the service. Quite possibly the best service I have ever experience. True door to door care with unparalled friendliness and helpfulness…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2011,5,Beyond perfection,"This Riad in Fes will take anyone's breath away. Unless one is truly a jaded traveler, then it is immediately apparent that Riad Le Calife was designed by the amiable owners Yasmine and Alex to impress their guests both with the outstanding decor and with the impeccable service throughout the Riad. I was oftentimes teary-eyed at how beautiful the Riad was and how exceptional the level of hospitality was during my 3-night stay. Special mention must go to the lady at the Riad's reception, Mlle. Soumia, for she was always warm and gracious to all the guests. I stayed at the Opaline room which was fabulous for a solo-traveler like myself. The decor was elegant and refined, the amenities complete and of high quality. The Riad's roof deck with its nice terrace has a breathtaking…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2011,5,"Superb. Beautiful riad, attentive staff","Just returned from 18 days flashpacking around Morocco. We chose the Riad Le Calife for three nights due to it's location and previous reviews. We we not disappointed....it's utterly beautiful and the owners and staff are so attentive. The fixtures and fittings are first class. When one returns after the hustle and bustle of the medina, the riad oozes tranquility - from the courtyard right up to the rooftop terraces, where there is ample room to relax in the sunshine.You can even get a chilled beer! Fes is a terrific working city and the medina is a joy to get lost in....far more authentic than Marrakech.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2011,5,"Beautiful, Peaceful Riad in Medina of Fes","Riad Le Calife is an amazingly beautiful renovation of a Riad in the medina of Fes. After turning a few corners in the narrow alleys of the medina, you come upon the Riad. Inside, is a courtyard with a fountain and birds. At the bar, soft jazz plays. The furniture and artwork are all tasteful. The tiled walls, columns, and floors fantastic. Breakfast and Dinner delicious. Staff very, very friendly and if you need a dog fix, the Jack Russell terrier might be in residence.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 September 2011,5,Excellent staff & great location!,"My husband and I spent 3 nights at Le Calife in Fes, and loved our time there. The medina is fascinating; with its maze of narrow streets and alleys - only wide enough for the little donkeys to trot through. The people are reserved, but kind and honest. There are little kids everywhere; full of fun and cheekiness. The staff and owners at Le Calife are very helpful and knowledgeable, and will take time to talk with you. My computer wasn't working properly and Alex, the owner, spent hours trying to fix it for me - he eventually succeeded! Our room was spacious and pretty, and the breakfast was good and plentiful. I would recommend a visit to Fes, and would also recommend staying at Le Calife. It was great!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2011,5,Beautiful riad,"The service was excellent! We really appreciated that the staff had contacted us before our arrival to make sure that we would find our way. Upon our arrival, the staff also took the time to tell us about the places to visit in the city. The owner Alex was also very friendly and helpful. The food was amazing too! The room and the garden are all so beautifully decorated! The riad is a little expensive for our budget... (and in comparison to other places we have stayed at Morocco), but it was worth it.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 September 2011,5,excelent vacation,"We spent three days at the Riad Le Calif and became very happy with everything, from the entire staff specialy the manager Sumia, who gave us all the information we needed.. The ownwe Alex is very kind and made us fill like at our home. The Riad Le Calif is very elegant place, the rooms are very good and very good decorated. The excenet food prepared by Fatima was served at the terrace, which has a splendid view of the medina",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2011,5,Super friendly and warm staff,"You will find lots of beautiful riads in Morocco, especially in Essaouira, Marakech and Fes but the real difference in riad Le Calife is the excellent staff with their hospitality and generosity. Every member of Riad Le Calife will try to make your stay extraordinary. You have to go there to experience what all the previous reviewers wrote. Thank you Yasmine and Soumia!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2011,5,Exotic and wonderful,We had an amazing time in Fes. Staying in Riad Le Calife was wonderful - so authentic and relaxing. We would thoroughly recommend to anyone.,Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2011,5,Deserves to be #1,"My wife and I just spent four nights at Riad Le Calife. We have traveled the world for many years but it would be very difficult to find a better place to stay. Alex, the manager, was great and when Alex was not around, there was Soumia, his young assistant. Both were as nice and caring of individuals as you will find in any location. Soumia was nothing short of outstanding in everything she did. We stayed in the Rubis room (Jewel Suite) which was a home away from home. This was a wonderful room on the top floor next to the breakfast/dining room. There is no need to ever eat out in Fes because you cannot find a better chef than Fatima. We did eat out one day and that was a big mistake. The reviews of restaurants to eat in Fes can be misleading but one cannot go wrong by…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 September 2011,5,Lovely Riad!,"After going through quite a few riads and hotels in our one week in Morocco, we were so glad that we chose to stay at Riad Le Calife. The staff were friendly and informative and given that we had very little time in fes, they told us all about the important things to see and gave great recommendations for restaurants and shopping too. Breakfasts were delicious and all the staff were warm and lovely and we always felt so well taken care of. There was a great view of the medina from the terrace. Rooms were clean and beautiful, done up in moroccon style and the bed was perfect for a good night's sleep after a long day in the medina. The whole riad be it the bar, terrace or courtyard is so lovely with such attention to detail. Thank you to Alex and his staff! Wish we had more time…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
