 November 2022,5,Awesome experience!,"We loved our stay at Sofitel Rabat Jardin des Roses. The hotel is absolutely beautiful, the service was awesome, the food at all restaurants was delicious. Everything went flawless and we felt pampered our entire stay. We had our first experience with Moroccan food at Al Warda restaurant, and it was excellent. Fatima Zohra and Oumaima Sanae did a great job helping us to select dishes and serve dinner and vine. The overall experience was outstanding!",hotelName,city
 January 2014,5,Choose garden side,Its my first here. And also my first time in morocco. The weather is just amazing. What i loved alot is the gardens inside the hotels. Too refreshing and calm and makes have a peaceful attitude. I would love to thank Houda from the front desk. Shes so professional and a nice person with her welcoming smile all the time. Happy for Sofitel to hire such a good person. The breakfast wasnt that interesting with lake of choices,sofitel _rabat,rabat
 January 2014,5,Nice spot at Rabat.,"This is a good hotel, with a great staff always available to support you from the arrival till your departure. They take in consideration yor LA profile when attributing your room. The Fitness center is good and with dedicated staff to help you if needed. The rooms are good and well maintained. Food at the restaurant (half self-service) is something that needs improvement as well the breakfast needs to have less carbo-hydrates and more proteines but in general is good the diversity and the service.",sofitel _rabat,rabat
 January 2014,4,Lovely hotel but not for the budget friendly,"Lovely first impression, really nice looking hotel in quiet area. Its about a 15min walk to the nearest tram stop into town but there are plenty of taxis outside. We got a good deal on the room rate but be warned once inside everything is very expensive. For one evening meal & two breakfasts for a couple, our bill came to almost £150!. But it is a luxury branded hotel. Staff were very helpful and friendly. The only downside was that if you had a bath, there wasn't a shower which seemed strange. But other than that, all good",sofitel _rabat,rabat
 January 2014,5,Palatial Accommodations in Rabat,"Loved the hotel and the service. The enticing eucalyptus garden, marble tiles, and enchanting lights delighted me. One of the best hotels I have ever stayed in. I enjoyed the tagines and couscous in their restaurant Al Warda. The service is outstanding.",sofitel _rabat,rabat
 January 2014,5,The best hotel possible in Rabat,"By saying best hotel possible I mean the overall quality of the service, the spacious and clean rooms, and not to forget the gardens and the location - easy accessible from many directions and granting easy access to many directions in the capital of Morocco. I would recommend this hotel to all my partners and friends who will visit Rabat in the future. Since I have been in other hotels in this city, I can definitely say that I find hotel Sofitel Jardin des Roses really the best one in Rabat.",sofitel _rabat,rabat
 December 2013,5,An oasis in Rabat.,"Location is key here. If you have a car or driver then this is my favorite 'western' type hotel in Rabat. 1.77 mile (3km) trail literally next door to the hotel became part of my morning workouts. Gym is well outfitted with brand new, state of the art equipment and staffed with ""trainers"" to help you get the most out of your workout. Rooms are immaculate, phenomenal rain shower head (I never even used the normal shower head), plus a balcony out to the huge garden. Internet is slow, VPNs are not blocked, but the signal goes in and out enough that VPNs cannot maintain their connection, thus rendering them useless. Took over an hour to have my luggage brought up to the room. My only complaint for the entire stay though. Staff is super helpful and friendly, pleasant and prompt…",sofitel _rabat,rabat
 December 2013,5,Great hotel,"I stayed at Sofitel Rabat Jardin des Roses for almost two weeks in Dec 2013. This is such a nice hotel. Great service, clean room. A catch is there are no shops, restaurants, banks, near the hotel. So, it is needed to take a cab to go somewhere. My special thanks goes to Abdellah (doorman), Fatina-zohra, Rabia, and Daoua (restaurant El Patio), as well as Loubna, and Imane (reception). They were always very kind and provided timely service.",sofitel _rabat,rabat
 January 2014,4,Great Hotel,"Rabat was the last city we visited in Morocco. We decided to stay in a 'hotel' instead a riad because we were a bit tired and had an 8 hours flight ahead. What a great choice! The front desk girls were very polite and helpful. We felt very welcomed since we arrived. The rooms are spacious, beautiful and very comfortable. The shower is perfect! The restaurants are good, the breakfast is delicious... The best I had in Morocco. Great way to finish our 20 days road trip... I'm gonna miss Morocco!",sofitel _rabat,rabat
 January 2014,5,Wonderful place,I have stayed 3 times at this sofitel and the hotel is really one of the vest i have been to. The area is ideal quiet and surrounded by gardens. Team is friendly and even surprised me witha bday cake for my bday which was really nice. Food is very good and i really recomend it if you are staying in rabat-ematte sidatt,sofitel _rabat,rabat
 December 2013,3,Nothing Special,We were looking for 2 things a good nights sleep and a hot shower. The hotel had no hot water. No one told us this when we checked in. The next day ...no hot water. The hotel responded we know we are working on it. At 5:30 am two trucks the loading area of the hotel were sounding their horns VERY LOUD HORNS obviously waiting for someone to receive them. This went on for 30 minutes when I called the front desk they told me it must be a wedding. No it was their negligence. After I told them it was 2 trucks in the loading area it stopped about 10 minutes later. I called for a taxi in the morning for 5 people to the airport. When we arrived it was as if I never called. I gave 3 stars because the hotels response to this was kind they took us to the airport then in their…,sofitel _rabat,rabat
