 January 2023,5,Lovely winter sun holiday at a great hotel,"We have just returned from Founty beach. We had a lovely 9 days. The hotel is by an amazing beach. The food was great. There is plenty of choice. When reviews have talked about repetition I would say there is so much choice repetition doesn't matter. Soups, meat, salads, fish, cheese, pasta, fresh vegetables and lots of fruit and desserts. Kids get their own food station. Room was large. Rooms face north and south so request a south facing sunny room. We had a basic room which was on the sunny side and had a side seaview but did overlook a derelict hotel. But we had a sunset every evening. The best rooms are pool / garden/ sea view with sun. The pool area and pool bar is lovely. Late breakfast and lunch at the pool bar is a nice touch. The entertainment team work hard. We…",hotelName,city,Unnamed: 6
 December 2018,2,2 Star at Best,"This is our 2nd Day at the Resort. The Resort is old and lack of Maintence is Obvious. We are struggelling to get warm water when having a shower and when we cal the reception, no answer In door pool is restricted to beteen 12 and 2o Clock when u are having your dinner. You have to pay to use the safe. Internet is Weak. Late breakfast is not worth having. Staff speak vey little English. Mostly French holiday makers. Heating is not Working As it should in the room. No toiletrys provided. Positive Points Location is Good. Heated Pool. Only had 1 meal to date which was average. Weather is Good. Plenty of Sun Loungers. Will keep u posted on the next few days. Will keep u posted on the remainder of the Holiday",Iberostar_Founty_Beach,Agadir,
 December 2018,5,Highly recommended. Beautiful place.,"Most people keep coming back. Over the years, I now recognise people from one year to the next. That is the best way to assess a place. Would you come back next year? People are voting yes with their feet. Easy access to Agadir, via flights from London, Manchester...Only 4 hours. Only half an hour, from the airport to the Iberostar. The sun, food, staff in the hotel, swimming pool make it for a perfect stay. In addition, you have the most beautiful, clean, safe, 5 km sandy beach.",Iberostar_Founty_Beach,Agadir,
 December 2018,5,Holiday break,Very nice hotel staff are very friendly couldn’t ask for more When you do visit please go to the spa it’s very relaxing and good value for money the staff do an amazing job Food is good Hotel is clean Rooms are big,Iberostar_Founty_Beach,Agadir,
 June 2018,4,Interesting,"The staff is very friendly and attentive with the guests needs. For the al inclusive formula, the diversity is poor, but the food is very well. The rooms are big and clean. The beach is not very big and is not well furnished but it has security. Overall it was a good experience.",Iberostar_Founty_Beach,Agadir,
 December 2018,5,Great stay!,"Overall our stay here was great! The hotel was very clean and the entertainment was good! Thanks to Mohamed, Yassine, Brahim and Karima from the animation team who made us feel so welcome and provided us with entertainment every day!",Iberostar_Founty_Beach,Agadir,
 December 2018,5,Wonderful stay at Iberostar,"We had a wonderful stay at Iberostar in December. The hotel was beautiful with the rooms very large and clean; the pool area was great and had plenty of sunloungers, and the beach was right on our doorstep. The highlight of our visit had to be the entertainment provided by the entertainment team. They were very friendly, approachable and enthusiastic and provided us with things to do Day and Night. A special mention to Mohamed, Brahim, Yasin and Karima for making us feel so welcome!",Iberostar_Founty_Beach,Agadir,
 December 2018,5,Great trip and great staff,We had a great time relaxing in this beach front hotel. Very good value for money and animation team made the days interesting and kept us busy during the day. Food is standard buffet food but the pool and terrace really make this hotel. Friendly staff and clean rooms. Definitely one to recommend!,Iberostar_Founty_Beach,Agadir,
 December 2018,5,Brilliant stay at brilliant hotel,"We had a wonderful 10 day stay. Hotel was great, very clean & well maintained, food very good & staff superb with a special mention to friends team Brahim & Zac, who treated our daughter like royalty from beginning to end. Thoroughly recommend at this time of year & for a family with infants/young children. Safe, friendly & great value for money. My only suggestion, perhaps an additional restaurant for evening dinner (outside restaurant used for lunch could perhaps be a BBQ offering on some days to give a little more choice?).",Iberostar_Founty_Beach,Agadir,
 February 2018,4,Good value for money,"Stayed here for 5 nights - all inclusive. If I was to return to agadir would definitely stay here again. Food in buffet was good, tried the Moroccan restaurant - had to book prior for this - not worth it in my opinion. Room was good. Nice swimming pool area playing good music. Good bars and clubs within short walking distance. The beach itself was very bad - glass on the beach and lots of hassle. So stuck to chilling by the pool.",Iberostar_Founty_Beach,Agadir,
 December 2018,4,VERY nice hotel with excellent staff,"I don't normally write reviews but this hotel needs a mention as it's very good. Nice polite and friendly staff. Great entertainment team especially Brahim. So thanks Brahim for looking out for us and keeping us busy in the day! Hotel is right on the beach and loads of food all cooked nicely. We will be going back in a few months time! Peter, Sue, Joshua & Holly",Iberostar_Founty_Beach,Agadir,
 December 2018,4,Would return!,"Staff were the friendliest I’ve ever encountered, without being over-the-top. They can do enough to help and make your stay as fun as possible. The food was lovely. Yes, if there are about 40 choices of food at every lunch and dinner there will inevitably be an element of repetition, but the quality was very high and the choice was great. The all-inclusive drinks were generous. Premium brands incurred an extra cost but the included ones were perfectly good. The room was spacious and spotlessly clean with a little balcony. If I came back I may ask for a pool-facing room on the north side which would have the sun all afternoon. we had a late flight so arrived long after the restaurants had closed but had a little cheese/ham salad and fruit in our room which was a great touch. …",Iberostar_Founty_Beach,Agadir,
 December 2018,5,Nice hotel - great animation team!,"Just ended our short trip to Agadir and stayed in this lovely hotel. Price-quality was very good. Great location. Rooms and pool area very clean, friendly staff and great animation team! We will be back!",Iberostar_Founty_Beach,Agadir,
 May 2018,4,Just 3 nights - need to return for a longer stay,"A nice birthday present - 3 night stay – had me here for my short stay. A nice, large & inviting foyer/reception area with a lot of comfortable seating, a good 1st impression. A fairly quick & informative check in & I was off on my way to my room. My room – big, clean & bright with a tiled floor, 2 single beds, air con, tv, full length mirror, coffee table, luggage rack, large wardrobe, fridge, 2 armchairs, safe (pay deposit), work station, stool & a nice sized, clean balcony. My bathroom was a nice size & very clean with a bath, shower curtain, bath shower mixer with good pressure & plenty of hot water, hairdryer, bidet, towels (changed daily), shampoo & liquid soap. Breakfast, a good selection but, like all the meals, was repetitive, even over just 3 days – crepes, yoghurts,…",Iberostar_Founty_Beach,Agadir,
