 January 2023,5,Best decision of 2023,"We went on a chilling holiday trip for 3-night. It is an all-inclusive hotel and is 20 minutes from the city centre which we wanted, the hotel has a shuttle you can book by letting reception know. The hotel is clean, and friendly and has a warm welcoming atmosphere as soon as you enter. The staff is AMAZING and very accommodating, they go out of their way to help. The rooms are clean and roomy clean lines with tiled floors. I had to move as I did want to be near the entertainment which the hotel changed for me, so if want the same do not get rooms in front of the pool area. Every day the food has a theme of Italian, French, Morocco, etc. The only thing is if do not drink dairy then you need to make them aware of this as other types of milk will need to be arranged by them with…",hotelName,city
 August 2021,5,Nice Holliday,"A beautiful located hotel, with nice and very clean rooms. The hotel get cleaned regularly. It has a restaurant with a lot of variation, and delicious food. A relaxing pool with allot of activities, also for the children a pool with a lot of toys. They have the sweetest staff who are always ready to help you. The animation team makes sure that every evening is enjoyable, with great shows, dance and singing. I have enjoyed my time here so much and definitely coming back.",Sol_Oasis,Marrakech
 August 2021,5,5 days in Sol Oasis Marrakech - Family,"Nice stay in Sol Oasis Marrakech, spacious, peaceful and very clean hotel .. The entertainment team is young, very open and professional, always available to help customers need and make you enjoy your stay ! The food is good and delicious but do your best to be at the restaurant before the rush hour so you can have a plenty of choice .. The Bar is closed at 9 pm following the government restrictions .. but you can enjoy a football/basketball game till 11pm .. The gym rooms are good and well equiped ! We'll definitely come back soon 😊",Sol_Oasis,Marrakech
 August 2021,5,All around the best,"The food is excellent and there is a wide assortment. There is activities for all ages and the pool is fantastic. The staff was the best part. They were so kind ,and welcoming. Definitely coming back!",Sol_Oasis,Marrakech
 June 2021,5,Wonderful service,It was a very lovely days spent in the hotel with the family in all the ways of service they care about the clients and even client’s advices keep goig you are in a good way and that’s definitely pushing me to comeback to the hotel next time when i come to Marrakech,Sol_Oasis,Marrakech
 July 2021,5,Dream family vacation,"We went with the kids for a two week vacation in this lovely city. We decided to stay here due to the great reviews and we didn’t regret it. The hotel is so beautiful and clean. The staff is always ready to help and the food is amazing. But the best part was the animation team and kids club. My kids had so much fun they barely even looked at their phones. I won’t spoil the animation show for anyone, it’s something you wanna see in person",Sol_Oasis,Marrakech
 June 2021,5,WONDERFUL HOLIDAYS...,"Nothing to say a beautiful animation (games and fun activities). The rooms are clean and very good service, it is a family friendly and respectful place, I strongly advise you to come to this hotel...",Sol_Oasis,Marrakech
 May 2021,5,Excellent,"I like so mcuh my stay at Sol Oasis Marrakech, they have an amazing entertainment crew , they are so friendly especially Souad. Also, it's a confortable place to stay with family and the restoration was really really delicious, i highly recommend this place.",Sol_Oasis,Marrakech
 July 2021,5,It was amazing!,"I had a blast during my stay , the hotel is very clean and neat , the food is very delicious, the staff is very lovely and passionate about their work , the night show was amazing with the animation team (sousou, zizou, sam, dounia, fati, niako , moss, russ, mido, mehdi) , i would recommend going there , and i would surely revisit as soon as possible.the animation members are always happy n cheerful and up to new challenges everyday.the whole stay was marvelous!",Sol_Oasis,Marrakech
 July 2021,5,Family trip ❤️❤️,"First off the food was amazing and the Entertainment crew was amazing 😍😍😍I love the show that they did and it is soo clean and the pool was so relaxing!!! The kids club was very nice and very clean ! The real is doing an excellent work !!! We recommend coming here on every visit to Morocco, Marrakech",Sol_Oasis,Marrakech
 July 2021,5,AMAZING,"I LOVED IT SO MUCH I 100% WOULD COME AGAIN!! THE PEOPLE HERE ARE SO NICE, AND THE ANIMATION WAS AMAZING 😁 zizou and sousou form the kids club are very kind and with the kids , they’re ociable and pretty! The food was very nice I loved the desserts the most! I would like to hopefully come again !",Sol_Oasis,Marrakech
 July 2021,5,Sol oasis the best,"The hotel is amazing, great stuff Great animation team with them we never stop laughing or having a good time We liked the Bollywood show performance and all the evenings shows . The kids club was fabulous with the activities and the girls I recommend this hotel to all of you to try it Shout out to all the animation team",Sol_Oasis,Marrakech
 June 2021,5,Wonderful Hotel,"Everything about this Resort was fantastic.… The staff are amazing with great customer service, they were always available and helpful, genuinely happy to help. Rooms are beautiful and spacious with a traditional Moroccan style. The beds are rather comfortable . All areas were meticulously clean including all facilities . Restaurants & bar staff were extremely polite and professional even while promoting the Covid-19 protocol and insuring that everyone is respecting the social distancing. The food was great and tasty, buffet had a wide variety, wether during the meals or the snacks. Our kids enjoyed their time by the kids pool but particularly in the mini club. Special thanks to Zizou and Sousou from the Kids club , Faty, Sam and all the entertainment Team. I highly…",Sol_Oasis,Marrakech
 June 2021,5,Fantastic,"We had a very good stay,all the staff were very caring,especially with the children. The family room was perfect for us The hotel is so clean and the food was wisely prepared and well dressed by professional cooker and their staff. Special thanks to the restaurant manager Mr. Nizar.",Sol_Oasis,Marrakech
 June 2021,5,Great entertainement team,"😍😍😍nice place,,,,show i enjoy my vacation the stuffwere pretty nice The rooms are clean and nice Kids club was fun my son loved it and the girls working there The bollywood show was great The animation team were doing there best to make us feel happy I will come back for the team",Sol_Oasis,Marrakech
